title,acronym,ordinal,city,country,startDate,endDate,year,wikiCfpid,dblpid,seriesTitle,url,describedAtUrl
"Theory and Applications of Satisfiability Testing - SAT 2006, 9th International Conference, Seattle, WA, USA, August 12-15, 2006",SAT 2006,9.0,Seattle,United States of America,2006-08-12,2006-08-15,2006.0,,,International Conference on Theory and Applications of Satisfiability Testing,http://www.wikidata.org/entity/Q106245007,https://dblp.org/db/conf/sat/sat2006.html
"Eleventh International Conference on Ubiquitous and Future Networks, ICUFN 2019, Zagreb, Croatia, July 2-5, 2019",ICUFN 2019,11.0,,Croatia,2019-07-02,2019-07-05,2019.0,,,International Conference on Ubiquitous and Future Networks,http://www.wikidata.org/entity/Q106245035,https://dblp.org/db/conf/icufn/icufn2019.html
"11th International Conference on Scientific and Statistical Database Management,, Cleveland, Ohio, USA, 28-30 July, 1999",SSDBM 1999,11.0,,United States of America,1999-07-28,1999-07-30,1999.0,,,International Conference on Statistical and Scientific Database Management,http://www.wikidata.org/entity/Q106244974,https://dblp.org/db/conf/ssdbm/ssdbm99.html
"Quantitative Evaluation of Systems, 16th International Conference, QEST 2019, Glasgow, UK, September 10-12, 2019",QEST 2019,16.0,Glasgow,United Kingdom,2019-09-10,2019-09-12,2019.0,,,International Conference on Quantitative Evaluation of Systems,http://www.wikidata.org/entity/Q106244883,https://dblp.org/db/conf/qest/qest2019.html
"7th International Conference on Simulation and Modeling Methodologies, Technologies and Applications, SIMULTECH 2017, Madrid, Spain, July 26-28, 2017",SIMULTECH 2017,7.0,Madrid,Spain,2017-07-26,2017-07-28,2017.0,,,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",http://www.wikidata.org/entity/Q106244924,https://dblp.org/db/conf/simultech/simultech2017.html
"Software Process Improvement and Capability Determination - 12th International Conference, SPICE 2012, Palma, Spain, May 29-31, 2012",SPICE 2012,12.0,,Spain,2012-05-29,2012-05-31,2012.0,,,International Conference on Software Process Improvement and Capability Determination,http://www.wikidata.org/entity/Q106244945,https://dblp.org/db/conf/spice/spice2012.html
"ICSOFT 2008 - Third International Conference on Software and Data Technologies, Porto, Portugal, July 5-8, 2008",ICSOFT 2008,3.0,Porto,Portugal,2008-07-05,2008-07-08,2008.0,,,International Conference on Software and Data Technologies,http://www.wikidata.org/entity/Q106244948,https://dblp.org/db/conf/icsoft/icsoft2008-1.html
"Software Process Improvement and Capability Determination - 11th International Conference, SPICE 2011, Dublin, Ireland, May 30 - June 1, 2011",SPICE 2011,11.0,Dublin,United States of America,2011-05-30,2011-06-01,2011.0,,,International Conference on Software Process Improvement and Capability Determination,http://www.wikidata.org/entity/Q106244946,https://dblp.org/db/conf/spice/spice2011.html
"Tools and Algorithms for the Construction and Analysis of Systems - 20th International Conference, TACAS 2014, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2014, Grenoble, France, April 5-13, 2014",TACAS@ETAPS 2014,20.0,Grenoble,France,2014-04-05,2014-04-13,2014.0,,,International Conference on Tools and Algorithms for Construction and Analysis of Systems,http://www.wikidata.org/entity/Q106245013,https://dblp.org/db/conf/tacas/tacas2014.html
"13th International Conference on Signal-Image Technology & Internet-Based Systems, SITIS 2017, Jaipur, India, December 4-7, 2017",SITIS 2017,13.0,,India,2017-12-04,2017-12-07,2017.0,,,International Conference on Signal-Image Technology and Internet-Based Systems,http://www.wikidata.org/entity/Q106244922,https://dblp.org/db/conf/sitis/sitis2017.html
"16th International Conference on Ubiquitous Robots, UR 2019, Jeju, South Korea, June 24-27, 2019",UR 2019,16.0,,South Korea,2019-06-24,2019-06-27,2019.0,,,International Conference on Ubiquitous Robots and Ambient Intelligence,http://www.wikidata.org/entity/Q106245034,https://dblp.org/db/conf/urai/urai2019.html
"Statistical Language and Speech Processing - 7th International Conference, SLSP 2019, Ljubljana, Slovenia, October 14-16, 2019",SLSP 2019,7.0,Ljubljana,Slovenia,2019-10-14,2019-10-16,2019.0,,,International Conference on Statistical Language and Speech Processing,http://www.wikidata.org/entity/Q106244967,https://dblp.org/db/conf/slsp/slsp2019.html
"Testing Software and Systems - 31st IFIP WG 6.1 International Conference, ICTSS 2019, Paris, France, October 15-17, 2019",ICTSS 2019,31.0,Paris,France,2019-10-15,2019-10-17,2019.0,,,International Conference on Testing Software and Systems,http://www.wikidata.org/entity/Q106244993,https://dblp.org/db/conf/pts/ictss2019.html
"Games for Training, Education, Health and Sports - 4th International Conference on Serious Games, GameDays 2014, Darmstadt, Germany, April 1-5, 2014",GameDays 2014,4.0,Darmstadt,Germany,2014-04-01,2014-04-05,2014.0,,,International Conference on Serious Games,http://www.wikidata.org/entity/Q106244918,https://dblp.org/db/conf/gamedays/gamedays2014.html
"Unconventional Computation and Natural Computation - 16th International Conference, UCNC 2017, Fayetteville, AR, USA, June 5-9, 2017",UCNC 2017,16.0,,United States of America,2017-06-05,2017-06-09,2017.0,,,International Conference on Unconventional Computation and Natural Computation,http://www.wikidata.org/entity/Q106245037,https://dblp.org/db/conf/uc/ucnc2017.html
"Theorem Proving in Higher Order Logics, 20th International Conference, TPHOLs 2007, Kaiserslautern, Germany, September 10-13, 2007",TPHOLs 2007,20.0,,Germany,2007-09-10,2007-09-13,2007.0,,,International Conference on Theorem Proving in Higher Order Logics,http://www.wikidata.org/entity/Q106244998,https://dblp.org/db/conf/tphol/tphol2007.html
"Theory and Applications of Satisfiability Testing - SAT 2017 - 20th International Conference, Melbourne, VIC, Australia, August 28 - September 1, 2017",SAT 2017,20.0,Melbourne,Australia,2017-08-28,2017-09-01,2017.0,,,International Conference on Theory and Applications of Satisfiability Testing,http://www.wikidata.org/entity/Q106245000,https://dblp.org/db/conf/sat/sat2017.html
"Theory and Practice of Natural Computing - 5th International Conference, TPNC 2016, Sendai, Japan, December 12-13, 2016",TPNC 2016,5.0,,Japan,2016-12-12,2016-12-13,2016.0,,,International Conference on Theory and Practice of Natural Computing,http://www.wikidata.org/entity/Q106245009,https://dblp.org/db/conf/tpnc/tpnc2016.html
"Statistical Language and Speech Processing - Second International Conference, SLSP 2014, Grenoble, France, October 14-16, 2014",SLSP 2014,2.0,Grenoble,France,2014-10-14,2014-10-16,2014.0,,,International Conference on Statistical Language and Speech Processing,http://www.wikidata.org/entity/Q106244971,https://dblp.org/db/conf/slsp/slsp2014.html
"Software Composition - 12th International Conference, SC@STAF 2013, Budapest, Hungary, June 19, 2013",SC@STAF 2013,12.0,Pest,Hungary,,,,,,International Conference on Software Composition,http://www.wikidata.org/entity/Q106244934,https://dblp.org/db/conf/soco/sc2013.html
"International Conference on Supercomputing, ICS 2017, Chicago, IL, USA, June 14-16, 2017",ICS 2017,31.0,Chicago,United States of America,2017-06-14,2017-06-16,2017.0,,,International Conference on Supercomputing,http://www.wikidata.org/entity/Q106244975,https://dblp.org/db/conf/ics/ics2017.html
"SMARTGREENS 2012 - 1st International Conference on Smart Grids and Green IT Systems, Porto, Portugal, 19 - 20 April, 2012",SMARTGREENS 2012,1.0,Porto,Portugal,2012-04-19,2012-04-20,2012.0,,,International Conference on Smart Grids and Green IT Systems,http://www.wikidata.org/entity/Q106244929,https://dblp.org/db/conf/smartgreens/smartgreens2012.html
"Software Composition - 9th International Conference, SC@TOOLS 2010, Malaga, Spain, July 1-2, 2010",SC@TOOLS 2010,9.0,Málaga,Spain,2010-07-01,2010-07-02,2010.0,,,International Conference on Software Composition,http://www.wikidata.org/entity/Q106244936,https://dblp.org/db/conf/soco/sc2010.html
"5th International Conference on Systems and Informatics, ICSAI 2018, Nanjing, China, November 10-12, 2018",ICSAI 2018,5.0,Nanjing,People's Republic of China,2018-11-10,2018-11-12,2018.0,,,International Conference on Systems and Informatics,http://www.wikidata.org/entity/Q106244983,https://dblp.org/db/conf/icsai/icsai2018.html
"Tools and Algorithms for the Construction and Analysis of Systems, 13th International Conference, TACAS 2007, Held as Part of the Joint European Conferences on Theory and Practice of Software, ETAPS 2007 Braga, Portugal, March 24 - April 1, 2007",TACAS@ETAPS 2007,13.0,Braga,Brazil,2007-03-24,2007-04-01,2007.0,,,International Conference on Tools and Algorithms for Construction and Analysis of Systems,http://www.wikidata.org/entity/Q106245027,https://dblp.org/db/conf/tacas/tacas2007.html
"42nd International Conference on Telecommunications and Signal Processing, TSP 2019, Budapest, Hungary, July 1-3, 2019",TSP 2019,42.0,Pest,Hungary,2019-07-01,2019-07-03,2019.0,,,International Conference on Telecommunications and Signal Processing,http://www.wikidata.org/entity/Q106244991,https://dblp.org/db/conf/tsp/tsp2019.html
"Tools and Algorithms for the Construction and Analysis of Systems - 23rd International Conference, TACAS 2017, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2017, Uppsala, Sweden, April 22-29, 2017",TACAS@ETAPS 2017,23.0,,Sweden,2017-04-22,2017-04-29,2017.0,,,International Conference on Tools and Algorithms for Construction and Analysis of Systems,http://www.wikidata.org/entity/Q106245012,https://dblp.org/db/conf/tacas/tacas2017-1.html
"Robot Intelligence Technology and Applications 5 - Results from the 5th International Conference on Robot Intelligence Technology and Applications, RiTA 2017, Daejeon, Korea, December 13-15, 2017",RiTA 2017,5.0,,South Korea,2017-12-13,2017-12-15,2017.0,,,International Conference on Robot Intelligence Technology and Applications,http://www.wikidata.org/entity/Q106244903,https://dblp.org/db/conf/rita/rita2017.html
"Ubiquitous Intelligence and Computing, Third International Conference, UIC 2006, Wuhan, China, September 3-6, 2006",UIC 2006,3.0,Wuhan,People's Republic of China,2006-09-03,2006-09-06,2006.0,,,International Conference on Ubiquitous Intelligence and Computing,http://www.wikidata.org/entity/Q106245033,https://dblp.org/db/conf/uic/uic2006.html
"25th International Conference on Software, Telecommunications and Computer Networks, SoftCOM 2017, Split, Croatia, September 21-23, 2017",SoftCOM 2017,25.0,,Croatia,2017-09-21,2017-09-23,2017.0,,,"International Conference on Software, Telecommunications and Computer Networks",http://www.wikidata.org/entity/Q106244950,https://dblp.org/db/conf/softcom/softcom2017.html
"IEEE International Conference on Soft Robotics, RoboSoft 2019, Seoul, South Korea, April 14-18, 2019",RoboSoft 2019,2.0,Seoul,South Korea,2019-04-14,2019-04-18,2019.0,,,International Conference on Soft Robotics,http://www.wikidata.org/entity/Q106244933,https://dblp.org/db/conf/robosoft/robosoft2019.html
"Rough Sets and Current Trends in Computing - 8th International Conference, RSCTC 2012, Chengdu, China, August 17-20, 2012",RSCTC 2012,8.0,Chengdu,People's Republic of China,2012-08-17,2012-08-20,2012.0,,,International Conference on Rough Sets and Current Trends in Computing,http://www.wikidata.org/entity/Q106244904,https://dblp.org/db/conf/rsctc/rsctc2012.html
"7th International Conference on Sensor Networks, SENSORNETS 2018, Funchal, Madeira - Portugal, January 22-24, 2018",SENSORNETS 2018,7.0,Funchal,Portugal,2018-01-22,2018-01-24,2018.0,,,International Conference on Sensor Networks,http://www.wikidata.org/entity/Q106244915,https://dblp.org/db/conf/sensornets/sensornets2018.html
"Software Composition - 10th International Conference, SC@TOOLS 2011, Zurich, Switzerland, June 30 - July 1, 2011",SC@TOOLS 2011,10.0,Zürich,Switzerland,2011-06-30,2011-07-01,2011.0,,,International Conference on Software Composition,http://www.wikidata.org/entity/Q106244935,https://dblp.org/db/conf/soco/sc2011.html
"Technology Enhanced Assessment - 21st International Conference, TEA 2018, Amsterdam, The Netherlands, December 10-11, 2018",TEA 2018,21.0,Amsterdam,Kingdom of the Netherlands,2018-12-10,2018-12-11,2018.0,,,International Conference on Technology Enhanced Assessment,http://www.wikidata.org/entity/Q106244985,https://dblp.org/db/conf/tea/tea2018.html
"Scientific and Statistical Database Management, 21st International Conference, SSDBM 2009, New Orleans, LA, USA, June 2-4, 2009",SSDBM 2009,21.0,New Orleans,United States of America,2009-06-02,2009-06-04,2009.0,,,International Conference on Statistical and Scientific Database Management,http://www.wikidata.org/entity/Q106244973,https://dblp.org/db/conf/ssdbm/ssdbm2009.html
"Security, Privacy, and Applied Cryptography Engineering - 4th International Conference, SPACE 2014, Pune, India, October 18-22, 2014",SPACE 2014,4.0,,India,2014-10-18,2014-10-22,2014.0,,,"International Conference on Security, Privacy, and Applied Cryptography Engineering",http://www.wikidata.org/entity/Q106244913,https://dblp.org/db/conf/space/space2014.html
"Theory and Practice of Natural Computing - 7th International Conference, TPNC 2018, Dublin, Ireland, December 12-14, 2018",TPNC 2018,7.0,Dublin,United States of America,2018-12-12,2018-12-14,2018.0,,,International Conference on Theory and Practice of Natural Computing,http://www.wikidata.org/entity/Q106245008,https://dblp.org/db/conf/tpnc/tpnc2018.html
"Swarm, Evolutionary, and Memetic Computing - 4th International Conference, SEMCCO 2013, Chennai, India, December 19-21, 2013",SEMCCO 2013,4.0,,India,2013-12-19,2013-12-21,2013.0,,,"International Conference on Swarm, Evolutionary, and Memetic Computing",http://www.wikidata.org/entity/Q106244980,https://dblp.org/db/conf/semcco/semcco2013-1.html
"Theorem Proving in Higher Order Logics, 10th International Conference, TPHOLs'97, Murray Hill, NJ, USA, August 19-22, 1997",TPHOLs 1997,10.0,,United States of America,1997-08-19,1997-08-22,1997.0,,,International Conference on Theorem Proving in Higher Order Logics,http://www.wikidata.org/entity/Q106244999,https://dblp.org/db/conf/tphol/tphol97.html
"Testing Software and Systems - 26th IFIP WG 6.1 International Conference, ICTSS 2014, Madrid, Spain, September 23-25, 2014",ICTSS 2014,26.0,Madrid,Spain,2014-09-23,2014-09-25,2014.0,,,International Conference on Testing Software and Systems,http://www.wikidata.org/entity/Q106244995,https://dblp.org/db/conf/pts/ictss2014.html
"Product-Focused Software Process Improvement - 19th International Conference, PROFES 2018, Wolfsburg, Germany, November 28-30, 2018",PROFES 2018,19.0,,Germany,2018-11-28,2018-11-30,2018.0,,,International Conference on Product Focused Software Process Improvement,http://www.wikidata.org/entity/Q106244872,https://dblp.org/db/conf/profes/profes2018.html
"Quantitative Evaluation of Systems - 14th International Conference, QEST 2017, Berlin, Germany, September 5-7, 2017",QEST 2017,14.0,Berlin,Germany,2017-09-05,2017-09-07,2017.0,,,International Conference on Quantitative Evaluation of Systems,http://www.wikidata.org/entity/Q106244897,https://dblp.org/db/conf/qest/qest2017.html
"Smart Objects and Technologies for Social Good - Third International Conference, GOODTECHS 2017, Pisa, Italy, November 29-30, 2017",GOODTECHS 2017,3.0,Pisa,Italy,2017-11-29,2017-11-30,2017.0,,,International Conference on Smart Objects and Technologies for Social Good,http://www.wikidata.org/entity/Q106244931,https://dblp.org/db/conf/goodtechs/goodtechs2017.html
"Product Focused Software Process Improvement, 4th International Conference, PROFES 2002, Rovaniemi, Finland, December 9-11, 2002",PROFES 2002,4.0,,Finland,2002-12-09,2002-12-11,2002.0,,,International Conference on Product Focused Software Process Improvement,http://www.wikidata.org/entity/Q106244881,https://dblp.org/db/conf/profes/profes2002.html
"Theory and Applications of Satisfiability Testing - SAT 2015 - 18th International Conference, Austin, TX, USA, September 24-27, 2015",SAT 2015,18.0,Austin,United States of America,2015-09-24,2015-09-27,2015.0,,,International Conference on Theory and Applications of Satisfiability Testing,http://www.wikidata.org/entity/Q106245003,https://dblp.org/db/conf/sat/sat2015.html
"Product-Focused Software Process Improvement, 10th International Conference, PROFES 2009, Oulu, Finland, June 15-17, 2009",PROFES 2009,10.0,,Finland,2009-06-15,2009-06-17,2009.0,,,International Conference on Product Focused Software Process Improvement,http://www.wikidata.org/entity/Q106244878,https://dblp.org/db/conf/profes/profes2009.html
"7th International Conference on Robot Intelligence Technology and Applications, RiTA 2019, Daejeon, Korea (South), November 1-3, 2019",RiTA 2019,7.0,,South Korea,2019-11-01,2019-11-03,2019.0,,,International Conference on Robot Intelligence Technology and Applications,http://www.wikidata.org/entity/Q106244902,https://dblp.org/db/conf/rita/rita2019.html
"Speech and Computer - 20th International Conference, SPECOM 2018, Leipzig, Germany, September 18-22, 2018",SPECOM 2018,20.0,Leipzig,Germany,2018-09-18,2018-09-22,2018.0,,,International Conference on Speech and Computer,http://www.wikidata.org/entity/Q106244964,https://dblp.org/db/conf/specom/specom2018.html
"Swarm, Evolutionary, and Memetic Computing - 6th International Conference, SEMCCO 2015, Hyderabad, India, December 18-19, 2015",SEMCCO 2015,6.0,Hyderabad,India,2015-12-18,2015-12-19,2015.0,,,"International Conference on Swarm, Evolutionary, and Memetic Computing",http://www.wikidata.org/entity/Q106244979,https://dblp.org/db/conf/semcco/semcco2015.html
"Theory and Applications of Satisfiability Testing - SAT 2009, 12th International Conference, SAT 2009, Swansea, UK, June 30 - July 3, 2009",SAT 2009,12.0,,United Kingdom,2009-06-30,2009-07-03,2009.0,,,International Conference on Theory and Applications of Satisfiability Testing,http://www.wikidata.org/entity/Q106245006,https://dblp.org/db/conf/sat/sat2009.html
"Testing Software and Systems - 28th IFIP WG 6.1 International Conference, ICTSS 2016, Graz, Austria, October 17-19, 2016",ICTSS 2016,28.0,Graz,Austria,2016-10-17,2016-10-19,2016.0,,,International Conference on Testing Software and Systems,http://www.wikidata.org/entity/Q106244994,https://dblp.org/db/conf/pts/ictss2016.html
"Ubiquitous Intelligence and Computing, 5th International Conference, UIC 2008, Oslo, Norway, June 23-25, 2008",UIC 2008,5.0,Oslo,Norway,2008-06-23,2008-06-25,2008.0,,,International Conference on Ubiquitous Intelligence and Computing,http://www.wikidata.org/entity/Q106245032,https://dblp.org/db/conf/uic/uic2008.html
"6th International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion, DSAI 2015, Sankt Augustin, Germany, June 10-12, 2015",DSAI 2015,6.0,,Germany,2015-06-10,2015-06-12,2015.0,,,International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion,http://www.wikidata.org/entity/Q106244939,https://dblp.org/db/conf/dsai/dsai2015.html
"Technology Enhanced Assessment, 20th International Conference, TEA 2017, Barcelona, Spain, October 5-6, 2017",TEA 2017,20.0,Barcelona,Spain,2017-10-05,2017-10-06,2017.0,,,International Conference on Technology Enhanced Assessment,http://www.wikidata.org/entity/Q106244987,https://dblp.org/db/conf/tea/tea2017.html
"24th International Conference on Supercomputing, 2010, Tsukuba, Ibaraki, Japan, June 2-4, 2010",ICS 2010,24.0,Tsukuba,Japan,2010-06-02,2010-06-04,2010.0,,,International Conference on Supercomputing,http://www.wikidata.org/entity/Q106244976,https://dblp.org/db/conf/ics/ics2010.html
"Information Theoretic Security - 5th International Conference, ICITS 2011, Amsterdam, The Netherlands, May 21-24, 2011",ICITS 2011,5.0,Amsterdam,Kingdom of the Netherlands,2011-05-21,2011-05-24,2011.0,,,Conference on Information-Theoretic Cryptography,http://www.wikidata.org/entity/Q106243165,https://dblp.org/db/conf/icits/icits2011.html
"Software Architecture - 7th European Conference, ECSA 2013, Montpellier, France, July 1-5, 2013",ECSA 2013,7.0,Montpellier,France,2013-07-01,2013-07-05,2013.0,,,European Conference on Software Architecture,http://www.wikidata.org/entity/Q106243455,https://dblp.org/db/conf/ecsa/ecsa2013.html
"Second ACM Conference on Data and Application Security and Privacy, CODASPY 2012, San Antonio, TX, USA, February 7-9, 2012",CODASPY 2012,2.0,,United States of America,2012-02-07,2012-02-09,2012.0,,,Conference on Data and Application Security and Privacy,http://www.wikidata.org/entity/Q106243153,https://dblp.org/db/conf/codaspy/codaspy2012.html
"Third European Conference on Speech Communication and Technology, EUROSPEECH 1993, Berlin, Germany, September 22-25, 1993",EUROSPEECH 1993,3.0,Berlin,Germany,1993-09-22,1993-09-25,1993.0,,,Conference of the International Speech Communication Association,http://www.wikidata.org/entity/Q106243126,https://dblp.org/db/conf/interspeech/eurospeech1993.html
"Critical Information Infrastructures Security - 10th International Conference, CRITIS 2015, Berlin, Germany, October 5-7, 2015",CRITIS 2015,10.0,Berlin,Germany,2015-10-05,2015-10-07,2015.0,,,Critical Information Infrastructures Security,http://www.wikidata.org/entity/Q106243213,https://dblp.org/db/conf/critis/critis2015.html
"2nd IEEE Consumer Communications and Networking Conference, CCNC 2005, Las Vegas, NV, USA, January 3-6, 2005",CCNC 2005,2.0,Las Vegas,United States of America,2005-01-03,2005-01-06,2005.0,,,Consumer Communications and Networking Conference,http://www.wikidata.org/entity/Q106243203,https://dblp.org/db/conf/ccnc/ccnc2005.html
"Sound, Music, and Motion - 10th International Symposium, CMMR 2013, Marseille, France, October 15-18, 2013",CMMR 2013,10.0,,France,2013-10-15,2013-10-18,2013.0,,,Computer Music Modeling and Retrieval,http://www.wikidata.org/entity/Q106243101,https://dblp.org/db/conf/cmmr/cmmr2013.html
"Conference on Design of Circuits and Integrated Systems, DCIS 2018, Lyon, France, November 14-16, 2018",DCIS 2018,33.0,Lyon,France,2018-11-14,2018-11-16,2018.0,,,Conference on Design of Circuits and Integrated Systems,http://www.wikidata.org/entity/Q106243154,https://dblp.org/db/conf/dcis/dcis2018.html
"Computers and Games, 5th International Conference, CG 2006, Turin, Italy, May 29-31, 2006",CG 2006,5.0,Turin,Italy,2006-05-29,2006-05-31,2006.0,,,Computers and Games,http://www.wikidata.org/entity/Q106243116,https://dblp.org/db/conf/cg/cg2006.html
"15th International Conference on Network and Service Management, CNSM 2019, Halifax, NS, Canada, October 21-25, 2019",CNSM 2019,15.0,,Canada,2019-10-21,2019-10-25,2019.0,,,Conference on Network and Service Management,http://www.wikidata.org/entity/Q106243188,https://dblp.org/db/conf/cnsm/cnsm2019.html
"Models of Computation in Context - 7th Conference on Computability in Europe, CiE 2011, Sofia, Bulgaria, June 27 - July 2, 2011",CiE 2011,7.0,,Bulgaria,2011-06-27,2011-07-02,2011.0,,,Conference on Computability in Europe,http://www.wikidata.org/entity/Q106243139,https://dblp.org/db/conf/cie/cie2011.html
"CARS 1999. Computer Assisted Radiology and Surgery. 13th International Congress and Exhibition, Paris, France, June 23-26, 1999",CARS 1999,13.0,Paris,France,1999-06-23,1999-06-26,1999.0,,,Computer Algebra in Scientific Computing,http://www.wikidata.org/entity/Q106243100,
"14th ACM SIGPLAN International Symposium on Dynamic Languages, DLS 2018, Boston, MA, USA, November 6, 2018",DLS 2018,14.0,Boston,United States of America,,,,,,Dynamic Languages Symposium,http://www.wikidata.org/entity/Q106243307,https://dblp.org/db/conf/dls/dls2018.html
"Interspeech 2018, 19th Annual Conference of the International Speech Communication Association, Hyderabad, India, 2-6 September 2018",INTERSPEECH 2018,19.0,Hyderabad,India,2018-09-02,2018-09-06,2018.0,,,Conference of the International Speech Communication Association,http://www.wikidata.org/entity/Q106243122,https://dblp.org/db/conf/interspeech/interspeech2018.html
"Diagrammatic Representation and Inference - 10th International Conference, Diagrams 2018, Edinburgh, UK, June 18-22, 2018",Diagrams 2018,10.0,Edinburgh,United Kingdom,2018-06-18,2018-06-22,2018.0,,,Diagrams,http://www.wikidata.org/entity/Q106243301,https://dblp.org/db/conf/diagrams/diagrams2018.html
"Critical Information Infrastructures Security - 11th International Conference, CRITIS 2016, Paris, France, October 10-12, 2016",CRITIS 2016,11.0,Paris,France,2016-10-10,2016-10-12,2016.0,,,Critical Information Infrastructures Security,http://www.wikidata.org/entity/Q106243212,https://dblp.org/db/conf/critis/critis2016.html
"DLS'13, 9th Symposium on Dynamic Languages, part of SPLASH 2013, Indianapolis, IN, USA, October 26-31, 2013",DLS 2013,9.0,,United States of America,2013-10-26,2013-10-31,2013.0,,,Dynamic Languages Symposium,http://www.wikidata.org/entity/Q106243311,https://dblp.org/db/conf/dls/dls2013.html
"Engineering Secure Software and Systems - 8th International Symposium, ESSoS 2016, London, UK, April 6-8, 2016",ESSoS 2016,8.0,London,United Kingdom,2016-04-06,2016-04-08,2016.0,,,Engineering Secure Software and Systems,http://www.wikidata.org/entity/Q106243323,https://dblp.org/db/conf/essos/essos2016.html
"Smart Sensing and Context, First European Conference, EuroSSC 2006, Enschede, Netherlands, October 25-27, 2006",EuroSSC 2006,1.0,,Kingdom of the Netherlands,2006-10-25,2006-10-27,2006.0,,,European Conference on Smart Sensing and Context,http://www.wikidata.org/entity/Q106243452,https://dblp.org/db/conf/eurossc/eurossc2006.html
"Integer Programming and Combinatorial Optimization, 4th International IPCO Conference, Copenhagen, Denmark, May 29-31, 1995",IPCO 1995,4.0,Copenhagen,United States of America,1995-05-29,1995-05-31,1995.0,,,Conference on Integer Programming and Combinatorial Optimization,http://www.wikidata.org/entity/Q106243185,https://dblp.org/db/conf/ipco/ipco1995.html
"7th IEEE Consumer Communications and Networking Conference, CCNC 2010, Las Vegas, NV, USA, January 9-12, 2010",CCNC 2010,7.0,Las Vegas,United States of America,2010-01-09,2010-01-12,2010.0,,,Consumer Communications and Networking Conference,http://www.wikidata.org/entity/Q106243202,https://dblp.org/db/conf/ccnc/ccnc2010.html
"5th Conference on Information Technology Education, SIGITE 2004, 2004, Salt Lake City, UT, USA, October 28-30, 2004",SIGITE 2004,5.0,,United States of America,2004-10-28,2004-10-30,2004.0,,,Conference on Information Technology Education,http://www.wikidata.org/entity/Q106243162,https://dblp.org/db/conf/sigite/sigite2004.html
"European Conference on Computer Systems, Seventh EuroSys Conference 2012, EuroSys '12, Bern, Switzerland, April 10-13, 2012",EuroSys 2012,7.0,,Switzerland,2012-04-10,2012-04-13,2012.0,,,European Conference on Computer Systems,http://www.wikidata.org/entity/Q106243423,https://dblp.org/db/conf/eurosys/eurosys2012.html
"Software Architecture - 12th European Conference on Software Architecture, ECSA 2018, Madrid, Spain, September 24-28, 2018",ECSA 2018,12.0,Madrid,Spain,2018-09-24,2018-09-28,2018.0,,,European Conference on Software Architecture,http://www.wikidata.org/entity/Q106243454,https://dblp.org/db/conf/ecsa/ecsa2018.html
"MultiMedia Modeling - 21st International Conference, MMM 2015, Sydney, NSW, Australia, January 5-7, 2015",MMM 2015,21.0,Sydney,Australia,2015-01-05,2015-01-07,2015.0,,,Conference on Multimedia Modeling,http://www.wikidata.org/entity/Q106243187,https://dblp.org/db/conf/mmm/mmm2015-1.html
"Information Theoretic Security - 8th International Conference, ICITS 2015, Lugano, Switzerland, May 2-5, 2015",ICITS 2015,8.0,,Switzerland,2015-05-02,2015-05-05,2015.0,,,Conference on Information-Theoretic Cryptography,http://www.wikidata.org/entity/Q106243164,https://dblp.org/db/conf/icits/icits2015.html
"Electronic Participation - 6th IFIP WG 8.5 International Conference, ePart 2014, Dublin, Ireland, September 2-3, 2014",ePart 2014,6.0,Dublin,United States of America,2014-09-02,2014-09-03,2014.0,,,Electronic Participation,http://www.wikidata.org/entity/Q106243315,https://dblp.org/db/conf/epart/epart2014.html
"5th ACM Conference on Data and Application Security and Privacy, CODASPY 2015, San Antonio, TX, USA, March 2-4, 2015",CODASPY 2015,5.0,,United States of America,2015-03-02,2015-03-04,2015.0,,,Conference on Data and Application Security and Privacy,http://www.wikidata.org/entity/Q106243152,https://dblp.org/db/conf/codaspy/codaspy2015.html
"INTERSPEECH 2015, 16th Annual Conference of the International Speech Communication Association, Dresden, Germany, September 6-10, 2015",INTERSPEECH 2015,16.0,Dresden,Germany,2015-09-06,2015-09-10,2015.0,,,Conference of the International Speech Communication Association,http://www.wikidata.org/entity/Q106243123,https://dblp.org/db/conf/interspeech/interspeech2015.html
"Modelling Foundations and Applications - 14th European Conference, ECMFA@STAF 2018, Toulouse, France, June 26-28, 2018",ECMFA@STAF 2018,14.0,Toulouse,France,2018-06-26,2018-06-28,2018.0,,,European Conference on Mobile Robots,http://www.wikidata.org/entity/Q106243438,https://dblp.org/db/conf/ecmdafa/ecmfa2018.html
"Discrete Geometry for Computer Imagery - 19th IAPR International Conference, DGCI 2016, Nantes, France, April 18-20, 2016",DGCI 2016,19.0,,France,2016-04-18,2016-04-20,2016.0,,,Discrete Geometry for Computer Imagery,http://www.wikidata.org/entity/Q106243302,https://dblp.org/db/conf/dgci/dgci2016.html
